Learning_Resource_Name,Topic,TYPE,GUID,Item ID,Lesson_Name,DocsLink,HTML5 Link,Direct Link,KC Bashir,Checked Alignment?,Math,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,,Sum,BM comments,Converted,Moodle html
BBN-STEMContent-29,Series/Parallel Combination,BBN,,Circuit Reasoning,,Link,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1396808363533_730&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=fc4189d0-60e4-0134-999f-54ae527981d8&p4=877904&p5=1275667&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1396808363533_730&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=fc4189d0-60e4-0134-999f-54ae527981d8&p4=877904&p5=1275667&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,,http://et.x-in-y.com/mod/url/view.php?id=293
BBN-STEMContent-30,Series/Parallel Combination,BBN,,Circuit Reasoning,,Link,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1396808363533_730&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=fc4189d0-60e4-0134-999f-54ae527981d8&p4=877904&p5=1275667&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1396808363533_730&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=fc4189d0-60e4-0134-999f-54ae527981d8&p4=877904&p5=1275667&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,,http://et.x-in-y.com/mod/url/view.php?id=295
BBN-STEMContent-31,Series/Parallel Combination,BBN,,Circuit Reasoning,,Link,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1396808363533_730&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=fc4189d0-60e4-0134-999f-54ae527981d8&p4=877904&p5=1275667&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1396808363533_730&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=fc4189d0-60e4-0134-999f-54ae527981d8&p4=877904&p5=1275667&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,,http://et.x-in-y.com/mod/url/view.php?id=296
BBN-STEMContent-32,Series & Parallel Circuit,BBN,,Circuit Reasoning,,Link,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1396808363533_730&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=fc4189d0-60e4-0134-999f-54ae527981d8&p4=877904&p5=1275667&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1396808363533_730&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=fc4189d0-60e4-0134-999f-54ae527981d8&p4=877904&p5=1275667&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,,http://et.x-in-y.com/mod/url/view.php?id=267
BBN-STEMContent-33,Series/Parallel Combination,BBN,,Circuit Reasoning,,Link,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1396808363533_730&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=fc4189d0-60e4-0134-999f-54ae527981d8&p4=877904&p5=1275667&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1396808363533_730&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=fc4189d0-60e4-0134-999f-54ae527981d8&p4=877904&p5=1275667&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,,http://et.x-in-y.com/mod/url/view.php?id=297
BBN-STEMContent-34,Series/Parallel Combination,BBN,,Circuit Reasoning,,Link,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1396808363533_730&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=fc4189d0-60e4-0134-999f-54ae527981d8&p4=877904&p5=1275667&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1396808363533_730&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=fc4189d0-60e4-0134-999f-54ae527981d8&p4=877904&p5=1275667&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,,,http://et.x-in-y.com/mod/url/view.php?id=299
BBN-STEMContent-35,Series & Parallel Circuit,BBN,,Circuit Reasoning,,Link,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,http://et.x-in-y.com/mod/url/view.php?id=268
BBN-STEMContent-36,Series & Parallel Circuit,BBN,,Circuit Reasoning,,Link,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,http://et.x-in-y.com/mod/url/view.php?id=269
BBN-STEMContent-37,Series & Parallel Circuit,BBN,,Circuit Reasoning,,Link,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,http://et.x-in-y.com/mod/url/view.php?id=270
BBN-STEMContent-38,Series & Parallel Circuit,BBN,,Circuit Reasoning,,Link,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,http://et.x-in-y.com/mod/url/view.php?id=271
BBN-STEMContent-39,Series & Parallel Circuit,BBN,,Circuit Reasoning,,Link,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,http://et.x-in-y.com/mod/url/view.php?id=272
BBN-STEMContent-40,Series & Parallel Circuit,BBN,,Circuit Reasoning,,Link,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,,http://et.x-in-y.com/mod/url/view.php?id=273
BBN-STEMContent-41,Series & Parallel Circuit,BBN,,Circuit Reasoning,,Link,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,http://et.x-in-y.com/mod/url/view.php?id=274
BBN-STEMContent-42,Series & Parallel Circuit,BBN,,Circuit Reasoning,,Link,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,http://et.x-in-y.com/mod/url/view.php?id=276
BBN-STEMContent-43,Series & Parallel Circuit,BBN,,Circuit Reasoning,,Link,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,http://et.x-in-y.com/mod/url/view.php?id=277
BBN-STEMContent-44,Series & Parallel Circuit,BBN,,Circuit Reasoning,,Link,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,http://et.x-in-y.com/mod/url/view.php?id=278
BBN-STEMContent-45,Series & Parallel Circuit,BBN,,Circuit Reasoning,,Link,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,http://learnform01.bbn.com/physics/standalone.jsp?integrator_key=aWzynsEdYQQKcaA2VnJX3P62TSAHXqJA&problem_id=problem_1397575949906_509&use_etglue=true&hide_sidebar=true&p1=98bd0ad0-d729-0135-1ae2-54ae527981f9&p2=eaeaee60-ed25-0133-3ab5-54ae527981f9&p3=dd82d2b0-5155-0134-996f-54ae527981d8&p4=877915&p5=1275678&p6=Lijia%20Wang&p7=559e2646-f9c6-4878-856b-88cfaacd6ff4,,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,,,http://et.x-in-y.com/mod/url/view.php?id=279
